1437	eng	Congratulations!
1439	eng	Why don't you come visit us?
1440	eng	But the possibility seems unlikely.
1442	eng	I shouldn't have logged off.
1443	eng	I don't know what to do anymore.
1444	eng	It is inevitable that I go to France someday, I just don't know when.
1445	eng	I hate chemistry.
1446	eng	I didn't want this to happen.
1447	eng	You can probably guess what happens though.
1448	eng	Next thing you know, you'll be in the papers.
1449	eng	What other options do I have?
1450	eng	I am not much of a traveller.
1451	eng	I have nothing better to do.
1453	eng	Everyone has strengths and weaknesses.
1454	eng	Seriously though, episode 21 made me almost cry while laughing.
1455	eng	It only shows you're not a robot.
1456	eng	How could I be a robot? Robots don't dream.
1460	eng	What do you think I've been doing?
1462	eng	My mom doesn't speak English very well.
1463	eng	I don't speak French well enough!
1466	eng	How do you find food in outer space?
1467	eng	All you can do is trust one another.
1468	eng	Everyone wants to meet you. You're famous!
1469	eng	Why are you sorry for something you haven't done?
1470	eng	I utterly despise formal writing!
1471	eng	Foreign people intrigue me.
1472	eng	Whatever I do, she says I can do better.
1474	eng	You'd be surprised what you can learn in a week.
1475	eng	I don't have anyone who'd travel with me.
1476	eng	You're not fast enough.
1477	eng	Life is hard, but I am harder.
1479	eng	Stop it! You're making her feel uncomfortable!
1480	eng	Nothing is beautiful but the truth.
1481	eng	Tomorrow, he will land on the moon.
1482	eng	I don't speak Japanese.
1483	eng	This is a pun.
1484	eng	Nobody understands me.
1485	eng	I learned to live without her.
1486	eng	It's useless to keep on thinking any more.
1487	eng	I have too many things on my mind these days.
1488	eng	I just wanted to check my email.
1489	eng	Do you really need to ask the question to know the answer?
1490	eng	You can't expect me to always think of everything!
1492	eng	You really don't have the right priorities!
1493	eng	Don't expect others to think for you!
1495	eng	It's no use pretending to make me believe that I believe things you don't believe!
1497	eng	I'm so dumb... I'm trying to explain things to you that I don't understand myself.
1498	eng	Stop seeing me as a "normal" person!
1499	eng	Are you referring to me?
1500	eng	There will always be things I will never learn, I don't have eternity before me!
1501	eng	It can't be!
1502	eng	I wish I could care more about my grades but it seems that, at a certain point of my life, I decided they wouldn't be so important anymore.
1503	eng	"A rolling stone gathers no moss" is a proverb.
1505	eng	"Who is it?" "It's your mother."
1506	eng	"When will you be back?" "It all depends on the weather."
1507	eng	"What's the matter?" asked the little white rabbit.
1508	eng	"What's going on in the cave? I'm curious." "I have no idea."
1509	eng	We must learn to live together as brothers, or we will perish together as fools.
1510	eng	Uh... How's that working?
1511	eng	"To tell you the truth, I am scared of heights." "You are a coward!"
1514	eng	"This looks pretty interesting," Hiroshi says.
1515	eng	Their communication may be much more complex than we thought.
1516	eng	"The phone is ringing." "I'll get it."
1517	eng	"That's very nice of you," Willie answered.
1518	eng	"Thank you for helping me." "Don't mention it."
1519	eng	Someday I'll run like the wind.
1520	eng	"She likes music." "So do I."
1521	eng	Please don't cry.
1522	eng	Let me know if there is anything I can do.
1523	eng	It may be that the happiness awaiting us is not at all the sort of happiness we would want.
1524	eng	It is up to you to decide whether we will go there or not.
1525	eng	Class doesn't begin until eight-thirty.
1526	eng	I want a boat that will take me far away from here.
1528	eng	"Haven't we met somewhere before?" asked the student.
1529	eng	A Japanese would never do such a thing.
1530	eng	Allen is a poet.
1531	eng	The archer killed the deer.
1532	eng	Communism will never be reached in my lifetime.
1533	eng	Rye was called the grain of poverty.
1536	eng	Place the deck of cards on the oaken table.
1538	eng	If you don't eat, you die.
1539	eng	How do you spell "pretty"?
1540	eng	Why don't we go home?
1541	eng	I'm sorry, I can't stay long.
1542	eng	Ten years is a long time to wait.
1543	eng	"Why aren't you going?" "Because I don't want to."
1544	eng	One million people lost their lives in the war.
1547	eng	It is not rare at all to live over ninety years.
1549	eng	First, I'm going to do an outline of my new website.
1550	eng	Democracy is the worst form of government, except all the others that have been tried.
1551	eng	When you're beginning to look like the photo in your passport, you should go on a holiday.
1552	eng	It wasn't me, commissioner!
1553	eng	Oh, my white pants! And they were new.
1554	eng	With so many people around he naturally became a bit nervous.
1555	eng	When I left the train station, I saw a man.
1557	eng	You're an angel!
1558	eng	People from Madrid are weird.
1559	eng	Well, the night is quite long, isn't it?
1560	eng	You're lucky because he didn't bite you.
1561	eng	Did you miss me?
1563	eng	Are they all the same?
1565	eng	Where are the eggs, please?
1568	eng	That's a good idea!
1569	eng	Round trip? Only one-way.
1570	eng	It's a pity when somebody dies.
1571	eng	They were left speechless.
1573	eng	Pull into shape after washing.
1574	eng	Wash before first wearing.
1575	eng	Don't open before the train stops.
1578	eng	They say love is blind.
1580	eng	Math is like love: a simple idea, but it can get complicated.
1581	eng	The only useful answers are those that raise new questions.
1582	eng	To have doubts about oneself is the first sign of intelligence.
1583	eng	Poor is not the one who has too little, but the one who wants too much.
1584	eng	Seeing that you're not surprised, I think you must have known.
1585	eng	How long does it take to get to the station?
1586	eng	This will be a good souvenir of my trip around the United States.
1587	eng	Excuse me; allow me to point out three errors in the above article.
1589	eng	It is difficult to keep up a conversation with someone who only says "yes" and "no".
1590	eng	Do you speak Italian?
1591	eng	"I can't think with that noise," she said, as she stared at the typewriter.
1592	eng	It is said that "Hamlet" is the most interesting play ever written.
1594	eng	May I ask a question?
1595	eng	"How do you feel?" he inquired.
1596	eng	It's quite difficult to master French in 2 or 3 years.
1597	eng	It's impossible for me to explain it to you.
1598	eng	I don't want to spend the rest of my life regretting it.
1599	eng	It would be fun to see how things change over the years.
1600	eng	I would never have guessed that.
1601	eng	Imagination affects every aspect of our lives.
1602	eng	You'll forget about me someday.
1603	eng	That is rather unexpected.
1605	eng	I can't live without a TV.
1606	eng	I couldn't have done it without you. Thank you.
1607	eng	Nothing is achieved without effort.
1609	eng	Life without love is just totally pointless.
1610	eng	Let me know if I need to make any changes.
1612	eng	We can't sleep because of the noise.
1613	eng	Do you have a condom?
1615	eng	Do whatever he tells you.
1616	eng	I can walk to school in 10 minutes.
1617	eng	It took me more than two hours to translate a few pages of English.
1618	eng	It is already eleven.
1619	eng	May I talk to Ms. Brown?
1620	eng	"Yes, orange juice please," says Mike.
1621	eng	"Ah!" is an interjection.
1623	eng	The mandatory character of schooling is rarely analyzed in the multitude of works dedicated to the study of the various ways to develop within children the desire to learn.
1624	eng	You suck dude! I have to tell you everything!
1627	eng	Paris is the most beautiful city in the world.
1629	eng	Hey, I may have no money, but I still have my pride.
1630	eng	I have a dream.
1631	eng	This is my friend Rachel. We went to high school together.
1632	eng	The cost of life increased drastically.
1633	eng	All that which is invented, is true.
1634	eng	To be surprised, to wonder, is to begin to understand.
1636	eng	To be perfect she lacked just one defect.
1637	eng	And yet, the contrary is always true as well.
1638	eng	We don't see things as they are, but as we are.
1639	eng	The world is a den of crazies.
1640	eng	You opened up my eyes to what it's like when everything is right.
1641	eng	You found me where no one else was looking.
1643	eng	What do you mean you don't know?!
1644	eng	You look stupid.
1645	eng	I think I'm gonna go to sleep.
1646	eng	My name is Jack.
1647	eng	I like it very much.
1648	eng	We're meeting up tomorrow?
1649	eng	How do you say that in Italian?
1651	eng	Is it far from here?
1652	eng	These things aren't mine!
1653	eng	Thanks, that's all.
1658	eng	Italy is a very beautiful country.
1659	eng	It's not my fault!
1661	eng	Could you dial for me? The telephone is too high.
1662	eng	Is there a youth hostel near here?
1663	eng	Where are the showers?
1664	eng	Open your mouth!
1665	eng	Is it bad?
1666	eng	I have lost my wallet.
1668	eng	Love is never wasted.
1669	eng	Life is what happens to you while you're busy making other plans.
1670	eng	Not wanting is the same as having.
1671	eng	He's very sexy.
1673	eng	"Pass me the salt, please." "Here you are."
1674	eng	There are too many things to do!
1676	eng	Come on, play with me, I'm so bored!
1678	eng	Stop asking me for a drink! Go get it yourself.
1679	eng	Thanks to you I've lost my appetite.
1680	eng	I really need to hit somebody.
1681	eng	Who doesn't know this problem?!
1682	eng	It has been so long since I last went to Disneyland with my family.
1685	eng	My friends always say I'm too calm, but my family always says I'm too annoying.
1686	eng	I hate those spiders. They're always there to freak me out when I'm cleaning.
1687	eng	So annoying... Now I get a headache whenever I use the computer!
1689	eng	It is very hot today.
1690	eng	Nobody came.
1691	eng	I never saw a red fridge.
1693	eng	Better to be hated for who you are than loved for who you're not.
1696	eng	My eyes are an ocean in which my dreams are reflected.
1697	eng	You know the phrase, we reap what we sow. I have sown the wind and this is my storm.
1698	eng	Look at me when I talk to you!
1699	eng	What would the world be without women?
1700	eng	What if you gave a speech and nobody came?
1701	eng	I don't know what to say to make you feel better.
1702	eng	This is not my type.
1704	eng	How did you come up with this crazy idea?
1705	eng	I'm tired.
1707	eng	Speak more slowly, please!
1709	eng	When do we arrive?
1710	eng	The check, please.
1711	eng	And what are we going to do?
1712	eng	I have a headache.
1714	eng	I must admit that I snore.
1715	eng	Tonight we're going to church.
1718	eng	Call the police!
1721	eng	My shoes are too small. I need new ones.
1723	eng	Merry Christmas!
1724	eng	It would be so cool if I could speak ten languages!
1725	eng	"If you're tired, why don't you go to sleep?" "Because if I go to sleep now I will wake up too early."
1726	eng	You should have listened to me.
1727	eng	It's a complete mess, and it's getting on my nerves.
1728	eng	When the body is touched, receptors in the skin send messages to the brain causing the release of chemicals such as endorphins.
1729	eng	What does it involve?
1732	eng	Half a million children still face malnutrition in Niger.
1733	eng	It will take five to ten years for the technology to be ready.
1734	eng	Bicycles are tools for urban sustainability.
1737	eng	What do you believe is true even though you cannot prove it?
1738	eng	Computers make people stupid.
1739	eng	Don't ask what they think. Ask what they do.
1740	eng	When you're trying to prove something, it helps to know it's true.
1741	eng	What changes the world is communication, not information.
1742	eng	Most scientific breakthroughs are nothing else than the discovery of the obvious.
1743	eng	If you don't understand something, it's because you aren't aware of its context.
1745	eng	The key question is not what can I gain but what do I have to lose.
1746	eng	Anything that can be misunderstood will be.
1747	eng	Any universe simple enough to be understood is too simple to produce a mind able to understand it.
1748	eng	Why is life so full of suffering?
1749	eng	Despite the importance of sleep, its purpose is a mystery.
1750	eng	What does it mean to have an educated mind in the 21st century?
1751	eng	Passion creates suffering.
1752	eng	The train from Geneva will arrive at the station.
1753	eng	I would like to give him a present for his birthday.
1754	eng	I'm starving!
1755	eng	Do you have friends in Antigua?
1756	eng	A cubic meter corresponds to 1000 liters.
1757	eng	I have so much work that I will stay for one more hour.
1759	eng	He plays the piano very well.
1760	eng	I see it rarely.
1761	eng	I'd like to study in Paris.
1762	eng	You don't know who I am.
1763	eng	Why don't you eat vegetables?
1764	eng	Why do people go to the movies?
1765	eng	I'm undressing.
1768	eng	There's no point saying "Hi, how are you?" to me if you have nothing else to say.
1769	eng	In a dictionary like this one there should be at least two sentences with "fridge".
1770	eng	Creationism is a pseudo-science.
1771	eng	The wind calmed down.
1772	eng	I don't want to propose to you!
1773	eng	Give me time to give you everything I have!
1774	eng	A democrat is a free citizen who yields to the will of the majority.
1775	eng	Where there's a will, there's a way.
1776	eng	Who searches, finds.
1777	eng	Rome wasn't built in a day.
1782	eng	Wine is poetry filled in bottles.
1783	eng	That was the best day of my life.
1784	eng	I don't understand German.
1785	eng	I made my decision.
1786	eng	I give you my word.
1788	eng	You are the great love of my life.
1789	eng	Being objective means not telling everybody whose side you are on.
1790	eng	We have a Pope.
1791	eng	The whole is greater than the sum of the parts.
1792	eng	A mathematical truth is neither simple nor complicated; it is.
1793	eng	Mathematicians are poets, except that they have to prove what their fantasy creates.
1794	eng	Mathematicians are like French people: whatever you tell them they translate it into their own language and turn it into something totally different.
1796	eng	Doing math is the only socially acceptable way to masturbate in public.
1797	eng	There are 10 types of people in the world: those who understand binary, and those who don't.
1798	eng	I don't think, therefore I am not.
1799	eng	Nowadays we want our children to make their own decisions, but we expect those decisions to please us.
1800	eng	Don't worry, be happy!
1801	eng	I find foreign languages very interesting.
1802	eng	I don't like learning irregular verbs.
1803	eng	Take a book and read it.
1805	eng	Most schools were designed not to transform society, but to reproduce it.
1806	eng	You make me dream.
1807	eng	I'm beside myself with joy.
1808	eng	He's already a man.
1809	eng	The vacation is over now.
1811	eng	Evening dress is desired.
1812	eng	That's the absolute truth.
1813	eng	It's cold.
1814	eng	I'm thirsty.
1815	eng	When I ask people what they regret most about high school, they nearly all say the same thing: that they wasted so much time.
1817	eng	When you can't do what you want, you do what you can.
1818	eng	Give him an inch and he'll take a yard.
1819	eng	You did this intentionally!
1820	eng	You didn't tell him anything?
1821	eng	You made me lose my mind.
1822	eng	You're my type.
1823	eng	You're irresistible.
1824	eng	Could you call again later, please?
1825	eng	Who am I talking with?
1826	eng	I accept, but only under one condition.
1827	eng	Smile now, cry later!
1829	eng	Life is beautiful.
1831	eng	I can't cut my nails and do the ironing at the same time!
1832	eng	I can't take it anymore! I haven't slept for three days!
1834	eng	Have you ever eaten a banana pie?
1835	eng	Why would you marry a woman if you like men?
1836	eng	If you can't have children, you could always adopt.
1839	eng	Hey, look, a three-headed monkey!
1840	eng	It's a pity that you can't buy miracles like you would buy potatoes.
1841	eng	I love lasagna.
1842	eng	If you know that something unpleasant will happen, that you will go to the dentist for example, or to France, then that is not good.
1843	eng	Half an eye is very useful actually, because an animal can see half of another animal, which wants to eat it, and can get out of the way, and it will eat the animal, which has only one-half eye or only 49% of an eye, because this to it will not be enough, and the animal, which was eaten up, will have no children, because it is dead.
1844	eng	Prime numbers are like life; they are completely logical, but impossible to find the rules for, even if you spend all your time thinking about it.
1845	eng	If you raise an eyebrow, it can mean "I want to have sex with you", but also "I find that what you just said is completely idiotic."
1846	eng	The brain is just a complicated machine.
1848	eng	This baby penguin is too cute!
1852	eng	What is your greatest source of inspiration?
1853	eng	You don't marry someone you can live with — you marry the person whom you cannot live without.
1855	eng	Don't stay in bed, unless you can make money in bed.
1856	eng	There are people in the world so hungry, that God cannot appear to them except in the form of bread.
1857	eng	Anything that is too stupid to be spoken is sung.
1858	eng	It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.
1859	eng	I was rereading the letters you sent to me.
1861	eng	It's over between us. Give me back my ring!
1863	eng	I was planning on going to the beach today, but then it started to rain.
1864	eng	She's really smart, isn't she?
1865	eng	An opinion is shocking only if it is a conviction.
1866	eng	People who love doubt nothing, or doubt everything.
1867	eng	Justice is expensive.
1868	eng	Liberty consists of being able to make everything as harmless as possible.
1869	eng	The slowest one to make a promise is the most faithful one in keeping it.
1870	eng	Every opinion is a mixture of truth and mistakes.
1871	eng	Life is a fatal sexually transmitted disease.
1873	eng	Our opinion is an idea which we have; our conviction an idea which has us.
1874	eng	Tomorrow, I'm going to study at the library.
1875	eng	Too late.
1876	eng	I went to the zoo yesterday.
1878	eng	Hello? Are you still here?
1879	eng	I make lunch every day.
1880	eng	I watched TV this morning.
1882	eng	I slept a little during lunch break because I was so tired.
1884	eng	It is easier to hit on people on the Internet than in the street.
1885	eng	I live near the sea, so I often get to go to the beach.
1886	eng	Someday I will buy a cotton candy machine.
1887	eng	It's practical to have a laptop.
1891	eng	She doesn't want to talk about it.
1897	eng	Close the door when you leave.
1898	eng	This is such a sad story.
1899	eng	If there's no solution, then there's no problem.
1900	eng	My little brother is watching TV.
1901	eng	It's presumptuous for humans to assume that our task is to do what only God can do.
1903	eng	Denying she was an anarchist, Katja maintained she wished only to make changes in our government, not to destroy it.
1904	eng	Blindness is responsible for a staggering toll of poor health, suffering, and loss of dignity and diminution in the quality of lives of people worldwide.
1905	eng	The formation and movement of hurricanes are capricious, even with our present-day technology.
1906	eng	When you send a telegram, brevity is essential because you will be charged for every word.
1907	eng	David has a keen interest in aesthetics — the qualities that make a painting, sculpture, musical composition, or poem pleasing to the eye, ear, or mind.
1908	eng	Despite Trang's constant affirmations of love, Spenser is still afraid someday she will fall out of love with him.
1909	eng	You met him at the university?
1911	eng	The private colleges and universities of the United States are autonomous.
1912	eng	Every time I join a new game of Warcraft, I am pitted against a new team of adversaries.
1913	eng	From the moment that I knew that the university existed, I've wanted to go there.
1914	eng	My apathy for voting comes from my distaste for politics.
1915	eng	The ascendancy of monarchs is what keeps their subjects from rebellion.
1916	eng	Sarah was discerning enough to realize that her friends were trying to prank her.
1917	eng	The orchestra makes discordant noises when tuning up.
1919	eng	Yes, it happens from time to time.
1920	eng	I have a great fear of being disdained by those I love and care about.
1921	eng	Most people have a great disinclination to get out of bed early, even if they have to.
1922	eng	Most people only want to hear their own truth.
1923	eng	The audience acclaimed the actors for their performance.
1925	eng	The student decided to abridge his paper by taking out unnecessary details.
1926	eng	People in the world are always advocating for more freedom and equality.
1927	eng	Politicians are always censured for outrageous or inappropriate behavior.
1928	eng	Ms. Eichler had a notorious reputation for being austere to her students.
1929	eng	If you don't listen to us, we will have to resort to coercion.
1930	eng	When I have migraines, aspirin doesn't alleviate the pain for me.
1932	eng	My mother prefers the arbitrary selection of the lottery machines over my lucky numbers.
1934	eng	The convicted drug dealer was willing to comply with the authorities to have his death sentence reduced to a life sentence.
1935	eng	I consider the Jehovah's witnesses who knock on my door all the time to be no different from religious zealots trying to force their beliefs on me.
1936	eng	The war on Iraq is a volatile subject of political debate; any wrong word and a heated argument could spark.
1937	eng	My next door neighbor is a virtuoso whose skills with the piano have earned him a name among music experts.
1938	eng	He was sick of being vilified all the time by people who were jealous of his ability.
1939	eng	Sven was so verbose that his friends resorted to calling him a chatterbox.
1940	eng	Even people who don't believe in the Catholic church venerate the Pope as a symbolic leader.
1941	eng	Unsure of which suitor she wanted to marry, the princess vacillated, saying now one, now the other.
1942	eng	With the heirless king going crazy and royal family poisoned, the general of the army finally had his chance to usurp the throne.
1943	eng	The recent scandals involving altar boys and religious leaders have undermined the faith people have in the Church.
1944	eng	As the plane was approaching turbulence, the pilot asked the passengers aboard the plane to fasten their seat belts.
1945	eng	There is a fine line between speech that is terse and to the point and speech that is too abrupt.
1946	eng	Though his stay in Europe was transient, Spenser felt he had learned much more about interactions with other people from traveling than he did at college.
1947	eng	Jason was a taciturn individual, so it was always a real surprise when he said anything.
1948	eng	The king was tired of his sycophants always praising him, so he sent them away.
1951	eng	There was always too much superfluous writing in his essays.
1952	eng	His essay gave only a superficial analysis of the problem, so it was a real surprise to him when he got the highest grade in the class.
1953	eng	It depends what you mean by "believe" in God.
1954	eng	Professors should explain everything in detail, not be succinct and always tell students to go home and read their books.
1955	eng	If I gave no answer, I would not have spoken.
1956	eng	Prosecutors in court have to substantiate their claims in order to prove a suspect is guilty.
1957	eng	The people who come on the Maury Povich show often make pretentious claims about their lovers cheating on them.
1960	eng	The profane language used on network television makes many parents with young children not want to subscribe to cable.
1961	eng	Freud's insights into human behavior led to him being honored as a profound thinker.
1962	eng	Food and drink were served in such profusion at the wedding that the bride and groom began to wonder if they should not have invited more guests.
1964	eng	My friends say I'm a prolific writer, but I haven't written anything for months.
1965	eng	Blind people sometimes develop a compensatory ability to sense the proximity of objects around them.
1967	eng	When both girls told John they had feelings for him, he was in a quandary as to which girl he should be with.
1968	eng	Even now, many years after the Cold War, there is still much rancor between the Russians and the Germans, especially in areas once occupied by the Soviet Union.
1972	eng	The bottles of beer that I brought to the party were redundant; the host's family owned a brewery.
1973	eng	The witnesses were able to refute the false testimony of the suspect.
1974	eng	The guild leader relegated Vince to a lesser officer because he was abusing his power.
1975	eng	Joan of Arc refused to renounce her belief that the voice she heard was from God and none other.
1976	eng	Shocked by the events of September 11th, politicians all over the world condemned the terrorists for their reprehensible deed.
1977	eng	James had a great fear of making mistakes in class and being reprimanded.
1978	eng	The principal severely reproved the students whenever they made a mess in the hallway.
1981	eng	I would like to retract my previous statement.
1983	eng	His father would never sanction his engagement to a girl who did not share the same religious beliefs as their family.
1984	eng	Tim is a huge fan of satirical comedy.
1986	eng	Spenser's mother often scrutinizes him for every small mistake he makes.
1987	eng	All the king's subjects, fearing his wrath, often acted quite servile.
1991	eng	Sometimes he has difficulty being articulate about his views.
1992	eng	Peter was an altruistic video game player; he would give items to people who needed them, rather than selling them for personal profit.
1994	eng	Censorious people delight in casting blame.
1995	eng	Pop artists thrive on the adulation of their loyal fans.
1996	eng	We must learn to meet adversity gracefully.
1997	eng	Bill Clinton spoke in ambiguous language when asked to describe his relationship with Monica Lewinsky.
1998	eng	He was a benevolent old man who volunteered to mow his neighbors' lawns for free.
1999	eng	His stern tone and loud voice belied his inner sensitivity and caring nature.
2000	eng	The wealthy, self-indulgent young man felt oddly drawn to the strict, ascetic life led by members of some monastic orders.
2002	eng	Baffled by Sherlock Holmes' cryptic remarks, Watson wondered whether Holmes was intentionally concealing his thoughts about the crime.
2003	eng	What criterion did you use when you elected this essay as the winner?
2004	eng	Con artists take advantage of the credulity of inexperienced investors and swindle them out of their money.
2005	eng	I cannot dance one single step of Salsa.
2006	eng	Even if your sentences were actually senseless, you at least have the luck to be able to form beautiful sentences.
2007	eng	I like my job very much.
2008	eng	Ray was willing to corroborate Gary's story, but the police were still unconvinced that either of them were telling the truth.
2009	eng	The murderer was convicted and sentenced to life in prison.
2010	eng	Sometimes hockey players get so competitive that fights break out.
2011	eng	There was a feeling of constraint in the room; no one dared to tell the king how foolish his decision was.
2012	eng	The consensus indicates that we are opposed to the proposed idea.
2013	eng	A small forest fire can easily spread and quickly become a great conflagration.
2014	eng	Even though he had served his time in prison, the murderer was never quite condoned by the public for his crime.
2015	eng	I find words with concise definitions to be the easiest to remember.
2016	eng	He was still mad about the accident despite his wife's conciliatory words.
2017	eng	A cursory examination of his teeth indicated that he had gingivitis.
2018	eng	It was a surprise to see all the students behaving with decorum on prom night.
2021	eng	The depravity of the king's deeds lead the people to believe he was nothing more than a tyrant that needed to be overthrown.
2022	eng	I dreamt about you.
2023	eng	I have to get a new computer.
2024	eng	I won't lose!
2025	eng	I was late to school.
2026	eng	Classes are starting again soon.
2027	eng	I think I'm gonna sneeze. Give me a tissue.
2028	eng	For a moment there, I thought he had gone mad.
2029	eng	This day was just a waste of time and money.
2030	eng	It caught me off guard; I didn't know what to do.
2031	eng	But you've never told me about this!
2032	eng	I've changed my website's layout.
2033	eng	When we are small, everything seems so big.
2034	eng	He won't beat me.
2035	eng	I have to do laundry while it's still sunny.
2038	eng	Stop criticizing me!
2039	eng	Come on! Talk to me, Trang.
2040	eng	I'm almost done.
2042	eng	How many sandwiches are there left?
2043	eng	I'm not inspired anymore.
2044	eng	I won't lower myself to his level.
2046	eng	It's driving me crazy.
2047	eng	Did you say that I could never win?
2048	eng	It's all dark outside.
2049	eng	What happened? There's water all over the apartment.
2050	eng	During summer breaks, I ate dinner at midnight.
2051	eng	You can finish your essay now.
2053	eng	I am alive even though I am not giving any sign of life.
2054	eng	Never try to die.
2055	eng	I am too old for this world.
2056	eng	Life begins when we realize who we really are.
2059	eng	What you don't have is better than what you do have.
2060	eng	Life begins when you're ready to live it.
2061	eng	It is never too late to learn.
2062	eng	It's just five in the morning, but nevertheless it is light out.
2063	eng	He told me the story of his life.
2064	eng	I never said I was fragile.
2065	eng	I wonder if I am made for this world.
2067	eng	I want a piece of candy.
2068	eng	I knew that today would be fun.
2069	eng	A child is not a vessel for filling, but a fire to light.
2070	eng	Sadly many people will believe things told to them via an email which they would find implausible face-to-face.
2071	eng	It might sound far-fetched, but this is a real problem.
2072	eng	The police are really good at understanding "Someone stole my credit card and ran up a lot of charges." It's a lot harder to get them to buy into "Someone stole my magic sword."
2073	eng	When are we eating? I'm hungry!
